cod,nome,year,pop
3117405,Conceição de Ipanema (MG),2021,4581
3117504,Conceição do Mato Dentro (MG),2011,17853
3117504,Conceição do Mato Dentro (MG),2012,17798
3117504,Conceição do Mato Dentro (MG),2013,18273
3117504,Conceição do Mato Dentro (MG),2014,18235
3117504,Conceição do Mato Dentro (MG),2015,18198
3117504,Conceição do Mato Dentro (MG),2016,18160
3117504,Conceição do Mato Dentro (MG),2017,18126
3117504,Conceição do Mato Dentro (MG),2018,17641
3117504,Conceição do Mato Dentro (MG),2019,17842
3117504,Conceição do Mato Dentro (MG),2020,17503
3117504,Conceição do Mato Dentro (MG),2021,17438
3117603,Conceição do Pará (MG),2011,5187
3117603,Conceição do Pará (MG),2012,5214
3117603,Conceição do Pará (MG),2013,5400
3117603,Conceição do Pará (MG),2014,5430
3117603,Conceição do Pará (MG),2015,5460
3117603,Conceição do Pará (MG),2016,5488
3117603,Conceição do Pará (MG),2017,5515
3117603,Conceição do Pará (MG),2018,5480
3117603,Conceição do Pará (MG),2019,5507
3117603,Conceição do Pará (MG),2020,5533
3117603,Conceição do Pará (MG),2021,5558
3117702,Conceição do Rio Verde (MG),2011,13001
3117702,Conceição do Rio Verde (MG),2012,13052
3117702,Conceição do Rio Verde (MG),2013,13499
3117702,Conceição do Rio Verde (MG),2014,13559
3117702,Conceição do Rio Verde (MG),2015,13617
3117702,Conceição do Rio Verde (MG),2016,13672
3117702,Conceição do Rio Verde (MG),2017,13724
3117702,Conceição do Rio Verde (MG),2018,13590
3117702,Conceição do Rio Verde (MG),2019,13638
3117702,Conceição do Rio Verde (MG),2020,13684
3117702,Conceição do Rio Verde (MG),2021,13729
3117801,Conceição dos Ouros (MG),2011,10500
3117801,Conceição dos Ouros (MG),2012,10609
3117801,Conceição dos Ouros (MG),2013,11048
3117801,Conceição dos Ouros (MG),2014,11151
3117801,Conceição dos Ouros (MG),2015,11262
3117801,Conceição dos Ouros (MG),2016,11367
3117801,Conceição dos Ouros (MG),2017,11467
3117801,Conceição dos Ouros (MG),2018,11525
3117801,Conceição dos Ouros (MG),2019,11638
3117801,Conceição dos Ouros (MG),2020,11748
3117801,Conceição dos Ouros (MG),2021,11852
3117836,Cônego Marinho (MG),2011,7149
3117836,Cônego Marinho (MG),2012,7196
3117836,Cônego Marinho (MG),2013,7464
3117836,Cônego Marinho (MG),2014,7515
3117836,Cônego Marinho (MG),2015,7564
3117836,Cônego Marinho (MG),2016,7611
3117836,Cônego Marinho (MG),2017,7624
3117836,Cônego Marinho (MG),2018,7595
3117836,Cônego Marinho (MG),2019,7642
3117836,Cônego Marinho (MG),2020,7686
3117836,Cônego Marinho (MG),2021,7730
3117876,Confins (MG),2011,6008
3117876,Confins (MG),2012,6077
3117876,Confins (MG),2013,6336
3117876,Confins (MG),2014,6409
3117876,Confins (MG),2015,6478
3117876,Confins (MG),2016,6545
3117876,Confins (MG),2017,6608
3117876,Confins (MG),2018,6657
3117876,Confins (MG),2019,6730
3117876,Confins (MG),2020,6800
3117876,Confins (MG),2021,6867
3117900,Congonhal (MG),2011,10602
3117900,Congonhal (MG),2012,10732
3117900,Congonhal (MG),2013,11198
3117900,Congonhal (MG),2014,11334
3117900,Congonhal (MG),2015,11464
3117900,Congonhal (MG),2016,11588
3117900,Congonhal (MG),2017,11706
3117900,Congonhal (MG),2018,11813
3117900,Congonhal (MG),2019,11950
3117900,Congonhal (MG),2020,12082
3117900,Congonhal (MG),2021,12209
3118007,Congonhas (MG),2011,49077
3118007,Congonhas (MG),2012,49616
3118007,Congonhas (MG),2013,51709
3118007,Congonhas (MG),2014,52280
3118007,Congonhas (MG),2015,52827
3118007,Congonhas (MG),2016,53348
3118007,Congonhas (MG),2017,53843
3118007,Congonhas (MG),2018,54196
3118007,Congonhas (MG),2019,54762
3118007,Congonhas (MG),2020,55309
3118007,Congonhas (MG),2021,55836
3118106,Congonhas do Norte (MG),2011,4947
3118106,Congonhas do Norte (MG),2012,4950
3118106,Congonhas do Norte (MG),2013,5103
3118106,Congonhas do Norte (MG),2014,5111
3118106,Congonhas do Norte (MG),2015,5118
3118106,Congonhas do Norte (MG),2016,5128
3118106,Congonhas do Norte (MG),2017,5134
3118106,Congonhas do Norte (MG),2018,5044
3118106,Congonhas do Norte (MG),2019,5045
3118106,Congonhas do Norte (MG),2020,5046
3118106,Congonhas do Norte (MG),2021,5047
3118205,Conquista (MG),2011,6559
3118205,Conquista (MG),2012,6591
3118205,Conquista (MG),2013,6824
3118205,Conquista (MG),2014,6860
3118205,Conquista (MG),2015,6895
3118205,Conquista (MG),2016,6928
3118205,Conquista (MG),2017,6960
3118205,Conquista (MG),2018,6908
3118205,Conquista (MG),2019,6939
3118205,Conquista (MG),2020,6969
3118205,Conquista (MG),2021,6997
3118304,Conselheiro Lafaiete (MG),2011,117562
3118304,Conselheiro Lafaiete (MG),2012,118578
3118304,Conselheiro Lafaiete (MG),2013,123275
3118304,Conselheiro Lafaiete (MG),2014,124370
3118304,Conselheiro Lafaiete (MG),2015,125421
3118304,Conselheiro Lafaiete (MG),2016,126420
3118304,Conselheiro Lafaiete (MG),2017,127369
3118304,Conselheiro Lafaiete (MG),2018,127539
3118304,Conselheiro Lafaiete (MG),2019,128589
3118304,Conselheiro Lafaiete (MG),2020,129606
3118304,Conselheiro Lafaiete (MG),2021,130584
3118403,Conselheiro Pena (MG),2011,22281
3118403,Conselheiro Pena (MG),2012,22319
3118403,Conselheiro Pena (MG),2013,23032
3118403,Conselheiro Pena (MG),2014,23088
3118403,Conselheiro Pena (MG),2015,23141
3118403,Conselheiro Pena (MG),2016,23192
3118403,Conselheiro Pena (MG),2017,23240
3118403,Conselheiro Pena (MG),2018,22892
3118403,Conselheiro Pena (MG),2019,22921
3118403,Conselheiro Pena (MG),2020,22949
3118403,Conselheiro Pena (MG),2021,22975
3118502,Consolação (MG),2011,1730
3118502,Consolação (MG),2012,1732
3118502,Consolação (MG),2013,1785
3118502,Consolação (MG),2014,1801
3118502,Consolação (MG),2015,1804
3118502,Consolação (MG),2016,1807
3118502,Consolação (MG),2017,1810
3118502,Consolação (MG),2018,1782
3118502,Consolação (MG),2019,1783
3118502,Consolação (MG),2020,1784
3118502,Consolação (MG),2021,1786
3118601,Contagem (MG),2011,608715
3118601,Contagem (MG),2012,613815
3118601,Contagem (MG),2013,637961
3118601,Contagem (MG),2014,643476
3118601,Contagem (MG),2015,648766
3118601,Contagem (MG),2016,653800
3118601,Contagem (MG),2017,658580
3118601,Contagem (MG),2018,659070
3118601,Contagem (MG),2019,663855
3118601,Contagem (MG),2020,668949
3118601,Contagem (MG),2021,673849
3118700,Coqueiral (MG),2011,9265
3118700,Coqueiral (MG),2012,9241
3118700,Coqueiral (MG),2013,9492
3118700,Coqueiral (MG),2014,9476
3118700,Coqueiral (MG),2015,9461
3118700,Coqueiral (MG),2016,9446
3118700,Coqueiral (MG),2017,9432
3118700,Coqueiral (MG),2018,9191
3118700,Coqueiral (MG),2019,9159
3118700,Coqueiral (MG),2020,9128
3118700,Coqueiral (MG),2021,9099
3118809,Coração de Jesus (MG),2011,26057
3118809,Coração de Jesus (MG),2012,26079
3118809,Coração de Jesus (MG),2013,26889
3118809,Coração de Jesus (MG),2014,26933
3118809,Coração de Jesus (MG),2015,26974
3118809,Coração de Jesus (MG),2016,27014
3118809,Coração de Jesus (MG),2017,27052
3118809,Coração de Jesus (MG),2018,26592
3118809,Coração de Jesus (MG),2019,26602
3118809,Coração de Jesus (MG),2020,26611
3118809,Coração de Jesus (MG),2021,26620
3118908,Cordisburgo (MG),2011,8679
3118908,Cordisburgo (MG),2012,8689
3118908,Cordisburgo (MG),2013,8963
3118908,Cordisburgo (MG),2014,8981
3118908,Cordisburgo (MG),2015,8998
3118908,Cordisburgo (MG),2016,9014
3118908,Cordisburgo (MG),2017,9029
3118908,Cordisburgo (MG),2018,8883
3118908,Cordisburgo (MG),2019,8890
3118908,Cordisburgo (MG),2020,8897
3118908,Cordisburgo (MG),2021,8903
3119005,Cordislândia (MG),2011,3441
3119005,Cordislândia (MG),2012,3447
3119005,Cordislândia (MG),2013,3556
3119005,Cordislândia (MG),2014,3565
3119005,Cordislândia (MG),2015,3573
3119005,Cordislândia (MG),2016,3580
3119005,Cordislândia (MG),2017,3587
3119005,Cordislândia (MG),2018,3534
3119005,Cordislândia (MG),2019,3538
3119005,Cordislândia (MG),2020,3542
3119005,Cordislândia (MG),2021,3546
3119104,Corinto (MG),2011,23866
3119104,Corinto (MG),2012,23819
3119104,Corinto (MG),2013,24484
3119104,Corinto (MG),2014,24457
3119104,Corinto (MG),2015,24432
3119104,Corinto (MG),2016,24407
3119104,Corinto (MG),2017,24384
3119104,Corinto (MG),2018,23797
3119104,Corinto (MG),2019,23731
3119104,Corinto (MG),2020,23668
3119104,Corinto (MG),2021,23607
3119203,Coroaci (MG),2011,10230
3119203,Coroaci (MG),2012,10190
3119203,Coroaci (MG),2013,10453
3119203,Coroaci (MG),2014,10422
3119203,Coroaci (MG),2015,10393
3119203,Coroaci (MG),2016,10365
3119203,Coroaci (MG),2017,10339
3119203,Coroaci (MG),2018,10040
3119203,Coroaci (MG),2019,9991
3119203,Coroaci (MG),2020,9943
3119203,Coroaci (MG),2021,9897
3119302,Coromandel (MG),2011,27555
3119302,Coromandel (MG),2012,27562
3119302,Coromandel (MG),2013,28398
3119302,Coromandel (MG),2014,28428
3119302,Coromandel (MG),2015,28456
3119302,Coromandel (MG),2016,28483
3119302,Coromandel (MG),2017,28508
3119302,Coromandel (MG),2018,27982
3119302,Coromandel (MG),2019,27974
3119302,Coromandel (MG),2020,27966
3119302,Coromandel (MG),2021,27958
3119401,Coronel Fabriciano (MG),2011,104174
3119401,Coronel Fabriciano (MG),2012,104637
3119401,Coronel Fabriciano (MG),2013,108302
3119401,Coronel Fabriciano (MG),2014,108843
3119401,Coronel Fabriciano (MG),2015,109363
3119401,Coronel Fabriciano (MG),2016,109857
3119401,Coronel Fabriciano (MG),2017,110326
3119401,Coronel Fabriciano (MG),2018,109405
3119401,Coronel Fabriciano (MG),2019,109855
3119401,Coronel Fabriciano (MG),2020,110290
3119401,Coronel Fabriciano (MG),2021,110709
3119500,Coronel Murta (MG),2011,9116
3119500,Coronel Murta (MG),2012,9115
3119500,Coronel Murta (MG),2013,9387
3119500,Coronel Murta (MG),2014,9394
3119500,Coronel Murta (MG),2015,9400
3119500,Coronel Murta (MG),2016,9405
3119500,Coronel Murta (MG),2017,9411
3119500,Coronel Murta (MG),2018,9228
3119500,Coronel Murta (MG),2019,9222
3119500,Coronel Murta (MG),2020,9215
3119500,Coronel Murta (MG),2021,9209
3119609,Coronel Pacheco (MG),2011,2990
3119609,Coronel Pacheco (MG),2012,2996
3119609,Coronel Pacheco (MG),2013,3093
3119609,Coronel Pacheco (MG),2014,3101
3119609,Coronel Pacheco (MG),2015,3110
3119609,Coronel Pacheco (MG),2016,3117
3119609,Coronel Pacheco (MG),2017,3125
3119609,Coronel Pacheco (MG),2018,3080
3119609,Coronel Pacheco (MG),2019,3086
3119609,Coronel Pacheco (MG),2020,3090
3119609,Coronel Pacheco (MG),2021,3095
3119708,Coronel Xavier Chaves (MG),2011,3310
3119708,Coronel Xavier Chaves (MG),2012,3319
3119708,Coronel Xavier Chaves (MG),2013,3429
3119708,Coronel Xavier Chaves (MG),2014,3440
3119708,Coronel Xavier Chaves (MG),2015,3451
3119708,Coronel Xavier Chaves (MG),2016,3461
3119708,Coronel Xavier Chaves (MG),2017,3471
3119708,Coronel Xavier Chaves (MG),2018,3426
3119708,Coronel Xavier Chaves (MG),2019,3434
3119708,Coronel Xavier Chaves (MG),2020,3441
3119708,Coronel Xavier Chaves (MG),2021,3448
3119807,Córrego Danta (MG),2011,3370
3119807,Córrego Danta (MG),2012,3349
3119807,Córrego Danta (MG),2013,3426
3119807,Córrego Danta (MG),2014,3408
3119807,Córrego Danta (MG),2015,3391
3119807,Córrego Danta (MG),2016,3374
3119807,Córrego Danta (MG),2017,3359
3119807,Córrego Danta (MG),2018,3241
3119807,Córrego Danta (MG),2019,3215
3119807,Córrego Danta (MG),2020,3191
3119807,Córrego Danta (MG),2021,3168
3119906,Córrego do Bom Jesus (MG),2011,3723
3119906,Córrego do Bom Jesus (MG),2012,3716
3119906,Córrego do Bom Jesus (MG),2013,3819
3119906,Córrego do Bom Jesus (MG),2014,3815
3119906,Córrego do Bom Jesus (MG),2015,3811
3119906,Córrego do Bom Jesus (MG),2016,3807
3119906,Córrego do Bom Jesus (MG),2017,3804
3119906,Córrego do Bom Jesus (MG),2018,3714
3119906,Córrego do Bom Jesus (MG),2019,3704
3119906,Córrego do Bom Jesus (MG),2020,3694
3119906,Córrego do Bom Jesus (MG),2021,3685
3119955,Córrego Fundo (MG),2011,5837
3119955,Córrego Fundo (MG),2012,5883
3119955,Córrego Fundo (MG),2013,6110
3119955,Córrego Fundo (MG),2014,6159
3119955,Córrego Fundo (MG),2015,6207
3119955,Córrego Fundo (MG),2016,6252
3119955,Córrego Fundo (MG),2017,6295
3119955,Córrego Fundo (MG),2018,6290
3119955,Córrego Fundo (MG),2019,6337
3119955,Córrego Fundo (MG),2020,6382
3119955,Córrego Fundo (MG),2021,6425
3120003,Córrego Novo (MG),2011,3088
3120003,Córrego Novo (MG),2012,3050
3120003,Córrego Novo (MG),2013,3100
3120003,Córrego Novo (MG),2014,3065
3120003,Córrego Novo (MG),2015,3032
3120003,Córrego Novo (MG),2016,3000
3120003,Córrego Novo (MG),2017,2970
3120003,Córrego Novo (MG),2018,2814
3120003,Córrego Novo (MG),2019,2771
3120003,Córrego Novo (MG),2020,2728
3120003,Córrego Novo (MG),2021,2688
3120102,Couto de Magalhães de Minas (MG),2011,4220
3120102,Couto de Magalhães de Minas (MG),2012,4234
3120102,Couto de Magalhães de Minas (MG),2013,4377
3120102,Couto de Magalhães de Minas (MG),2014,4395
3120102,Couto de Magalhães de Minas (MG),2015,4412
3120102,Couto de Magalhães de Minas (MG),2016,4428
3120102,Couto de Magalhães de Minas (MG),2017,4444
3120102,Couto de Magalhães de Minas (MG),2018,4396
3120102,Couto de Magalhães de Minas (MG),2019,4410
3120102,Couto de Magalhães de Minas (MG),2020,4423
3120102,Couto de Magalhães de Minas (MG),2021,4436
3120151,Crisólita (MG),2011,6105
3120151,Crisólita (MG),2012,6161
3120151,Crisólita (MG),2013,6408
3120151,Crisólita (MG),2014,6467
3120151,Crisólita (MG),2015,6525
3120151,Crisólita (MG),2016,6579
3120151,Crisólita (MG),2017,6631
3120151,Crisólita (MG),2018,6646
3120151,Crisólita (MG),2019,6704
3120151,Crisólita (MG),2020,6760
3120151,Crisólita (MG),2021,6814
3120201,Cristais (MG),2011,11422
3120201,Cristais (MG),2012,11553
3120201,Cristais (MG),2013,12046
3120201,Cristais (MG),2014,12185
3120201,Cristais (MG),2015,12317
3120201,Cristais (MG),2016,12444
3120201,Cristais (MG),2017,12564
3120201,Cristais (MG),2018,12660
3120201,Cristais (MG),2019,12798
3120201,Cristais (MG),2020,12931
3120201,Cristais (MG),2021,13060
3120300,Cristália (MG),2011,5774
3120300,Cristália (MG),2012,5787
3120300,Cristália (MG),2013,5976
3120300,Cristália (MG),2014,5993
3120300,Cristália (MG),2015,6010
3120300,Cristália (MG),2016,6026
3120300,Cristália (MG),2017,6042
3120300,Cristália (MG),2018,5960
3120300,Cristália (MG),2019,5971
3120300,Cristália (MG),2020,5982
3120300,Cristália (MG),2021,5992
3120409,Cristiano Otoni (MG),2011,5015
3120409,Cristiano Otoni (MG),2012,5023
3120409,Cristiano Otoni (MG),2013,5182
3120409,Cristiano Otoni (MG),2014,5193
3120409,Cristiano Otoni (MG),2015,5204
3120409,Cristiano Otoni (MG),2016,5215
3120409,Cristiano Otoni (MG),2017,5225
3120409,Cristiano Otoni (MG),2018,5145
3120409,Cristiano Otoni (MG),2019,5150
3120409,Cristiano Otoni (MG),2020,5156
3120409,Cristiano Otoni (MG),2021,5161
3120508,Cristina (MG),2011,10201
3120508,Cristina (MG),2012,10191
3120508,Cristina (MG),2013,10486
3120508,Cristina (MG),2014,10485
3120508,Cristina (MG),2015,10484
3120508,Cristina (MG),2016,10483
3120508,Cristina (MG),2017,10482
3120508,Cristina (MG),2018,10258
3120508,Cristina (MG),2019,10242
3120508,Cristina (MG),2020,10226
3120508,Cristina (MG),2021,10211
3120607,Crucilândia (MG),2011,4779
3120607,Crucilândia (MG),2012,4800
3120607,Crucilândia (MG),2013,4966
3120607,Crucilândia (MG),2014,4991
3120607,Crucilândia (MG),2015,5014
3120607,Crucilândia (MG),2016,5036
3120607,Crucilândia (MG),2017,5057
3120607,Crucilândia (MG),2018,5014
3120607,Crucilândia (MG),2019,5034
3120607,Crucilândia (MG),2020,5054
3120607,Crucilândia (MG),2021,5072
3120706,Cruzeiro da Fortaleza (MG),2011,3951
3120706,Cruzeiro da Fortaleza (MG),2012,3967
3120706,Cruzeiro da Fortaleza (MG),2013,4103
3120706,Cruzeiro da Fortaleza (MG),2014,4122
3120706,Cruzeiro da Fortaleza (MG),2015,4140
3120706,Cruzeiro da Fortaleza (MG),2016,4158
3120706,Cruzeiro da Fortaleza (MG),2017,4174
3120706,Cruzeiro da Fortaleza (MG),2018,4134
3120706,Cruzeiro da Fortaleza (MG),2019,3626
3120706,Cruzeiro da Fortaleza (MG),2020,3639
3120706,Cruzeiro da Fortaleza (MG),2021,3651
3120805,Cruzília (MG),2011,14655
3120805,Cruzília (MG),2012,14716
3120805,Cruzília (MG),2013,15227
3120805,Cruzília (MG),2014,15299
3120805,Cruzília (MG),2015,15369
3120805,Cruzília (MG),2016,15435
3120805,Cruzília (MG),2017,15497
3120805,Cruzília (MG),2018,15358
3120805,Cruzília (MG),2019,15417
3120805,Cruzília (MG),2020,15474
3120805,Cruzília (MG),2021,15529
3120839,Cuparaque (MG),2011,4705
3120839,Cuparaque (MG),2012,4728
3120839,Cuparaque (MG),2013,4895
3120839,Cuparaque (MG),2014,4922
3120839,Cuparaque (MG),2015,4947
3120839,Cuparaque (MG),2016,4972
3120839,Cuparaque (MG),2017,4995
3120839,Cuparaque (MG),2018,4960
3120839,Cuparaque (MG),2019,4982
3120839,Cuparaque (MG),2020,5005
3120839,Cuparaque (MG),2021,5026
3120870,Curral de Dentro (MG),2011,6986
3120870,Curral de Dentro (MG),2012,7055
3120870,Curral de Dentro (MG),2013,7345
3120870,Curral de Dentro (MG),2014,7420
3120870,Curral de Dentro (MG),2015,7491
3120870,Curral de Dentro (MG),2016,7559
3120870,Curral de Dentro (MG),2017,7623
3120870,Curral de Dentro (MG),2018,7656
3120870,Curral de Dentro (MG),2019,7729
3120870,Curral de Dentro (MG),2020,7799
3120870,Curral de Dentro (MG),2021,7867
3120904,Curvelo (MG),2011,74734
3120904,Curvelo (MG),2012,75014
3120904,Curvelo (MG),2013,77824
3120904,Curvelo (MG),2014,78373
3120904,Curvelo (MG),2015,78900
3120904,Curvelo (MG),2016,79401
3120904,Curvelo (MG),2017,79878
3120904,Curvelo (MG),2018,79625
3120904,Curvelo (MG),2019,80129
3120904,Curvelo (MG),2020,80616
3120904,Curvelo (MG),2021,81085
3121001,Datas (MG),2011,5225
3121001,Datas (MG),2012,5237
3121001,Datas (MG),2013,5409
3121001,Datas (MG),2014,5425
3121001,Datas (MG),2015,5441
3121001,Datas (MG),2016,5457
3121001,Datas (MG),2017,5471
3121001,Datas (MG),2018,5399
3121001,Datas (MG),2019,5410
3121001,Datas (MG),2020,5421
3121001,Datas (MG),2021,5431
3121100,Delfim Moreira (MG),2011,7967
3121100,Delfim Moreira (MG),2012,7962
3121100,Delfim Moreira (MG),2013,8197
3121100,Delfim Moreira (MG),2014,8199
3121100,Delfim Moreira (MG),2015,8201
3121100,Delfim Moreira (MG),2016,8203
3121100,Delfim Moreira (MG),2017,8205
3121100,Delfim Moreira (MG),2018,8035
3121100,Delfim Moreira (MG),2019,8025
3121100,Delfim Moreira (MG),2020,8016
3121100,Delfim Moreira (MG),2021,8007
3121209,Delfinópolis (MG),2011,6850
3121209,Delfinópolis (MG),2012,6869
3121209,Delfinópolis (MG),2013,7096
3121209,Delfinópolis (MG),2014,7120
3121209,Delfinópolis (MG),2015,7143
3121209,Delfinópolis (MG),2016,7165
3121209,Delfinópolis (MG),2017,7186
3121209,Delfinópolis (MG),2018,7098
3121209,Delfinópolis (MG),2019,7114
3121209,Delfinópolis (MG),2020,7131
3121209,Delfinópolis (MG),2021,7146
3121258,Delta (MG),2011,8322
3121258,Delta (MG),2012,8546
3121258,Delta (MG),2013,9053
3121258,Delta (MG),2014,9280
3121258,Delta (MG),2015,9499
3121258,Delta (MG),2016,9707
3121258,Delta (MG),2017,9904
3121258,Delta (MG),2018,10291
3121258,Delta (MG),2019,10533
3121258,Delta (MG),2020,10768
3121258,Delta (MG),2021,10994
3121308,Descoberto (MG),2011,4787
3121308,Descoberto (MG),2012,4804
3121308,Descoberto (MG),2013,4968
3121308,Descoberto (MG),2014,4989
3121308,Descoberto (MG),2015,5010
3121308,Descoberto (MG),2016,5029
3121308,Descoberto (MG),2017,5047
3121308,Descoberto (MG),2018,4996
3121308,Descoberto (MG),2019,5013
3121308,Descoberto (MG),2020,5029
3121308,Descoberto (MG),2021,5044
3121407,Desterro de Entre Rios (MG),2011,7017
3121407,Desterro de Entre Rios (MG),2012,7032
3121407,Desterro de Entre Rios (MG),2013,7259
3121407,Desterro de Entre Rios (MG),2014,7279
3121407,Desterro de Entre Rios (MG),2015,7298
3121407,Desterro de Entre Rios (MG),2016,7317
3121407,Desterro de Entre Rios (MG),2017,7334
3121407,Desterro de Entre Rios (MG),2018,7232
3121407,Desterro de Entre Rios (MG),2019,7243
3121407,Desterro de Entre Rios (MG),2020,7255
3121407,Desterro de Entre Rios (MG),2021,7266
3121506,Desterro do Melo (MG),2011,3000
3121506,Desterro do Melo (MG),2012,2986
3121506,Desterro do Melo (MG),2013,3060
3121506,Desterro do Melo (MG),2014,3048
3121506,Desterro do Melo (MG),2015,3036
3121506,Desterro do Melo (MG),2016,3026
3121506,Desterro do Melo (MG),2017,3015
3121506,Desterro do Melo (MG),2018,2919
3121506,Desterro do Melo (MG),2019,2901
3121506,Desterro do Melo (MG),2020,2884
3121506,Desterro do Melo (MG),2021,2867
3121605,Diamantina (MG),2011,46005
3121605,Diamantina (MG),2012,46125
3121605,Diamantina (MG),2013,47647
3121605,Diamantina (MG),2014,47803
3121605,Diamantina (MG),2015,47952
3121605,Diamantina (MG),2016,48095
3121605,Diamantina (MG),2017,48230
3121605,Diamantina (MG),2018,47617
3121605,Diamantina (MG),2019,47723
3121605,Diamantina (MG),2020,47825
3121605,Diamantina (MG),2021,47924
3121704,Diogo de Vasconcelos (MG),2011,3839
3121704,Diogo de Vasconcelos (MG),2012,3830
3121704,Diogo de Vasconcelos (MG),2013,3935
3121704,Diogo de Vasconcelos (MG),2014,3929
3121704,Diogo de Vasconcelos (MG),2015,3923
3121704,Diogo de Vasconcelos (MG),2016,3918
3121704,Diogo de Vasconcelos (MG),2017,3913
3121704,Diogo de Vasconcelos (MG),2018,3814
3121704,Diogo de Vasconcelos (MG),2019,3802
3121704,Diogo de Vasconcelos (MG),2020,3790
3121704,Diogo de Vasconcelos (MG),2021,3779
3121803,Dionísio (MG),2011,8628
3121803,Dionísio (MG),2012,8520
3121803,Dionísio (MG),2013,8657
3121803,Dionísio (MG),2014,8558
3121803,Dionísio (MG),2015,8463
3121803,Dionísio (MG),2016,8373
3121803,Dionísio (MG),2017,8287
3121803,Dionísio (MG),2018,7852
3121803,Dionísio (MG),2019,7729
3121803,Dionísio (MG),2020,7609
3121803,Dionísio (MG),2021,7493
3121902,Divinésia (MG),2011,3302
3121902,Divinésia (MG),2012,3309
3121902,Divinésia (MG),2013,3417
3121902,Divinésia (MG),2014,3427
3121902,Divinésia (MG),2015,3437
3121902,Divinésia (MG),2016,3446
3121902,Divinésia (MG),2017,3455
3121902,Divinésia (MG),2018,3411
3121902,Divinésia (MG),2019,3417
3121902,Divinésia (MG),2020,3424
3121902,Divinésia (MG),2021,3430
3122009,Divino (MG),2011,19188
3122009,Divino (MG),2012,19241
3122009,Divino (MG),2013,19879
3122009,Divino (MG),2014,19947
3122009,Divino (MG),2015,20012
3122009,Divino (MG),2016,20074
3122009,Divino (MG),2017,20133
3122009,Divino (MG),2018,19884
3122009,Divino (MG),2019,19931
3122009,Divino (MG),2020,19976
3122009,Divino (MG),2021,20020
3122108,Divino das Laranjeiras (MG),2011,4935
3122108,Divino das Laranjeiras (MG),2012,4933
3122108,Divino das Laranjeiras (MG),2013,5078
3122108,Divino das Laranjeiras (MG),2014,5080
3122108,Divino das Laranjeiras (MG),2015,5082
3122108,Divino das Laranjeiras (MG),2016,5084
3122108,Divino das Laranjeiras (MG),2017,5086
3122108,Divino das Laranjeiras (MG),2018,4984
3122108,Divino das Laranjeiras (MG),2019,4979
3122108,Divino das Laranjeiras (MG),2020,4974
3122108,Divino das Laranjeiras (MG),2021,4969
3122207,Divinolândia de Minas (MG),2011,7070
3122207,Divinolândia de Minas (MG),2012,7114
3122207,Divinolândia de Minas (MG),2013,7376
3122207,Divinolândia de Minas (MG),2014,7425
3122207,Divinolândia de Minas (MG),2015,7472
3122207,Divinolândia de Minas (MG),2016,7517
3122207,Divinolândia de Minas (MG),2017,7559
3122207,Divinolândia de Minas (MG),2018,7527
3122207,Divinolândia de Minas (MG),2019,7571
3122207,Divinolândia de Minas (MG),2020,7614
3122207,Divinolândia de Minas (MG),2021,7655
3122306,Divinópolis (MG),2011,215247
3122306,Divinópolis (MG),2012,217404
3122306,Divinópolis (MG),2013,226345
3122306,Divinópolis (MG),2014,228643
3122306,Divinópolis (MG),2015,230848
3122306,Divinópolis (MG),2016,232945
3122306,Divinópolis (MG),2017,234937
3122306,Divinópolis (MG),2018,235977
3122306,Divinópolis (MG),2019,238230
3122306,Divinópolis (MG),2020,240408
3122306,Divinópolis (MG),2021,242505
3122355,Divisa Alegre (MG),2011,5967
3122355,Divisa Alegre (MG),2012,6046
3122355,Divisa Alegre (MG),2013,6315
3122355,Divisa Alegre (MG),2014,6398
3122355,Divisa Alegre (MG),2015,6478
3122355,Divisa Alegre (MG),2016,6553
3122355,Divisa Alegre (MG),2017,6625
3122355,Divisa Alegre (MG),2018,6702
3122355,Divisa Alegre (MG),2019,6786
3122355,Divisa Alegre (MG),2020,6868
3122355,Divisa Alegre (MG),2021,6946
3122405,Divisa Nova (MG),2011,5781
3122405,Divisa Nova (MG),2012,5797
3122405,Divisa Nova (MG),2013,5990
3122405,Divisa Nova (MG),2014,6011
3122405,Divisa Nova (MG),2015,6031
3122405,Divisa Nova (MG),2016,6050
3122405,Divisa Nova (MG),2017,6068
3122405,Divisa Nova (MG),2018,5996
3122405,Divisa Nova (MG),2019,6011
3122405,Divisa Nova (MG),2020,6025
3122405,Divisa Nova (MG),2021,6039
3122454,Divisópolis (MG),2011,9166
3122454,Divisópolis (MG),2012,9351
3122454,Divisópolis (MG),2013,9838
3122454,Divisópolis (MG),2014,10027
3122454,Divisópolis (MG),2015,10209
3122454,Divisópolis (MG),2016,10382
3122454,Divisópolis (MG),2017,10547
3122454,Divisópolis (MG),2018,10820
3122454,Divisópolis (MG),2019,11019
3122454,Divisópolis (MG),2020,11211
3122454,Divisópolis (MG),2021,11396
3122470,Dom Bosco (MG),2011,3796
3122470,Dom Bosco (MG),2012,3778
3122470,Dom Bosco (MG),2013,3872
3122470,Dom Bosco (MG),2014,3857
3122470,Dom Bosco (MG),2015,3844
3122470,Dom Bosco (MG),2016,3830
3122470,Dom Bosco (MG),2017,3818
3122470,Dom Bosco (MG),2018,3699
3122470,Dom Bosco (MG),2019,3677
3122470,Dom Bosco (MG),2020,3655
